label,sub_type,r,g,b,rg_ratio
Pear,Pear 9,119.85,114.92,101.43,1.0429
Pear,Pear 9,102.4,97.93,74.48,1.0457
Pear,Pear 9,126.22,122.02,97.0,1.0345
Pear,Pear 9,131.62,122.77,102.87,1.0721
Pear,Pear 9,129.16,125.13,104.31,1.0322
Pear,Pear 9,128.97,121.07,105.51,1.0653
Pear,Pear 9,129.52,124.47,106.17,1.0406
Pear,Pear 9,125.25,121.08,101.44,1.0344
Pear,Pear 9,130.35,125.57,107.76,1.038
Pear,Pear 9,128.52,123.66,107.06,1.0393
Pear,Pear 9,122.56,114.94,97.35,1.0663
Pear,Pear 9,124.26,118.8,97.08,1.046
Pear,Pear 9,133.76,129.37,105.43,1.0339
Pear,Pear 9,103.44,98.04,83.21,1.0551
Pear,Pear 9,118.31,112.65,99.46,1.0502
Pear,Pear 9,113.63,109.44,92.01,1.0383
Pear,Pear 9,122.64,118.39,99.03,1.0359
Pear,Pear 9,126.01,118.92,105.6,1.0595
Pear,Pear 9,123.05,118.35,96.53,1.0397
Pear,Pear 9,127.79,123.02,106.78,1.0388
Pear,Pear 9,134.39,129.67,106.79,1.0364
Pear,Pear 9,125.24,121.06,96.11,1.0345
Pear,Pear 9,115.86,111.6,89.07,1.0382
Pear,Pear 9,122.35,117.86,97.88,1.038
Pear,Pear 9,103.88,99.53,76.48,1.0437
Pear,Pear 9,111.45,104.51,91.56,1.0664
Pear,Pear 9,114.84,110.05,89.57,1.0436
Pear,Pear 9,127.43,123.63,102.25,1.0308
Pear,Pear 9,110.79,105.96,85.73,1.0456
Pear,Pear 9,126.76,121.37,99.73,1.0444
Pear,Pear 9,122.64,118.06,97.69,1.0388
Pear,Pear 9,124.69,119.81,98.1,1.0408
Pear,Pear 9,125.54,121.62,99.37,1.0323
Pear,Pear 9,114.51,108.51,96.08,1.0553
Pear,Pear 9,126.48,117.94,100.17,1.0724
Pear,Pear 9,109.67,104.79,84.18,1.0466
Pear,Pear 9,119.3,115.01,92.53,1.0373
Pear,Pear 9,110.86,105.88,85.7,1.047
Pear,Pear 9,103.91,99.68,76.48,1.0424
Pear,Pear 9,113.76,106.54,93.03,1.0677
Pear,Pear 9,122.36,117.73,98.07,1.0393
Pear,Pear 9,121.67,117.75,97.22,1.0332
Pear,Pear 9,120.5,115.29,102.73,1.0451
Pear,Pear 9,104.8,100.08,83.55,1.0471
Pear,Pear 9,115.8,111.87,93.91,1.0351
Pear,Pear 9,119.12,114.92,96.09,1.0365
Pear,Pear 9,104.53,98.95,84.83,1.0563
Pear,Pear 9,123.56,118.2,99.63,1.0453
Pear,Pear 9,126.72,117.76,98.79,1.0761
Pear,Pear 9,131.84,123.14,102.83,1.0706
Pear,Pear 9,120.74,116.38,96.01,1.0375
Pear,Pear 9,129.24,125.74,104.46,1.0279
Pear,Pear 9,115.59,111.93,92.93,1.0327
Pear,Pear 9,125.39,116.49,97.79,1.0763
Pear,Pear 9,131.48,122.3,102.91,1.075
Pear,Pear 9,126.11,121.3,104.46,1.0397
Pear,Pear 9,123.99,117.15,98.4,1.0584
Pear,Pear 9,125.2,120.51,103.88,1.0389
Pear,Pear 9,114.68,109.56,89.25,1.0467
Pear,Pear 9,122.78,118.59,93.55,1.0353
Pear,Pear 9,115.78,110.07,97.05,1.0519
Pear,Pear 9,114.12,109.35,88.44,1.0435
Pear,Pear 9,132.52,126.46,105.22,1.0479
Pear,Pear 9,116.33,111.57,91.21,1.0426
Pear,Pear 9,125.35,120.95,99.14,1.0364
Pear,Pear 9,122.1,117.25,95.36,1.0414
Pear,Pear 9,130.06,126.2,104.63,1.0306
Pear,Pear 9,129.71,122.33,107.9,1.0603
Pear,Pear 9,128.73,123.51,104.03,1.0423
Pear,Pear 9,125.26,119.94,99.88,1.0444
Pear,Pear 9,114.68,110.25,90.15,1.0402
Pear,Pear 9,105.0,99.18,85.11,1.0587
Pear,Pear 9,137.67,129.52,109.68,1.0629
Pear,Pear 9,114.41,108.63,96.01,1.0532
Pear,Pear 9,121.31,116.04,99.65,1.0454
Pear,Pear 9,114.11,107.49,94.55,1.0616
Pear,Pear 9,121.11,115.34,95.04,1.05
Pear,Pear 9,110.0,103.9,85.05,1.0588
Pear,Pear 9,132.11,127.83,103.59,1.0335
Pear,Pear 9,122.72,115.63,102.14,1.0613
Pear,Pear 9,102.39,98.04,74.86,1.0443
Pear,Pear 9,114.95,111.41,91.8,1.0318
Pear,Pear 9,102.85,97.33,82.74,1.0568
Pear,Pear 9,126.48,117.52,98.87,1.0762
Pear,Pear 9,110.2,102.08,83.73,1.0796
Pear,Pear 9,124.69,119.32,98.99,1.045
Pear,Pear 9,125.04,119.98,99.25,1.0422
Pear,Pear 9,104.42,100.4,89.1,1.0401
Pear,Pear 9,104.31,99.99,77.14,1.0432
Pear,Pear 9,121.69,117.66,99.15,1.0342
Pear,Pear 9,105.05,99.84,84.29,1.0521
Pear,Pear 9,109.7,104.85,84.05,1.0462
Pear,Pear 9,119.6,114.66,92.19,1.0431
Pear,Pear 9,130.91,123.67,109.23,1.0585
Pear,Pear 9,117.86,112.4,99.12,1.0486
Pear,Pear 9,119.21,113.95,101.65,1.0462
Pear,Pear 9,136.16,127.33,107.47,1.0693
Pear,Pear 9,122.03,118.34,96.27,1.0312
Pear,Pear 9,111.52,106.75,86.95,1.0446
Pear,Pear 9,99.97,96.71,75.19,1.0338
Pear,Pear 9,133.34,126.64,105.98,1.0529
Pear,Pear 9,123.34,118.74,96.76,1.0387
Pear,Pear 9,126.55,121.88,106.58,1.0384
Pear,Pear 9,123.25,118.53,104.09,1.0399
Pear,Pear 9,123.01,115.3,97.73,1.0668
Pear,Pear 9,132.71,127.53,105.66,1.0406
Pear,Pear 9,116.37,110.84,98.52,1.0499
Pear,Pear 9,120.72,116.06,93.69,1.0401
Pear,Pear 9,121.33,116.1,102.71,1.0451
Pear,Pear 9,134.23,126.95,106.56,1.0574
Pear,Pear 9,129.88,126.23,104.48,1.0289
Pear,Pear 9,103.75,98.12,83.63,1.0574
Pear,Pear 9,122.03,117.16,104.22,1.0415
Pear,Pear 9,125.77,120.58,100.37,1.0431
Pear,Pear 9,119.4,112.01,98.12,1.066
Pear,Pear 9,120.25,116.17,98.37,1.0351
Pear,Pear 9,107.56,103.31,81.57,1.0412
Pear,Pear 9,127.24,121.41,99.88,1.048
Pear,Pear 9,110.31,106.54,82.64,1.0354
Pear,Pear 9,113.86,109.6,86.37,1.0388
Pear,Pear 9,122.58,117.89,102.98,1.0398
Pear,Pear 9,114.32,107.08,94.1,1.0676
Pear,Pear 9,108.95,104.12,83.56,1.0464
Pear,Pear 9,107.82,101.54,82.68,1.0618
Pear,Pear 9,126.29,121.54,106.55,1.0391
Pear,Pear 9,109.94,105.16,84.16,1.0454
Pear,Pear 9,124.24,116.81,98.93,1.0636
Pear,Pear 9,130.57,126.91,106.06,1.0288
Pear,Pear 9,130.83,125.86,106.78,1.0395
Pear,Pear 9,112.02,107.29,87.3,1.0442
Pear,Pear 9,104.68,99.23,84.22,1.055
Pear,Pear 9,121.53,116.37,94.99,1.0443
Pear,Pear 9,112.86,104.68,86.05,1.0782
Pear,Pear 9,122.17,116.81,101.06,1.0459
Pear,Pear 9,120.79,116.15,95.68,1.0399
Pear,Pear 9,113.71,105.31,87.04,1.0797
Pear,Pear 9,120.6,115.34,98.03,1.0456
Pear,Pear 9,125.34,120.58,105.87,1.0395
Pear,Pear 9,121.86,116.52,101.11,1.0458
Pear,Pear 9,121.37,116.29,94.46,1.0437
Pear,Pear 9,109.9,104.91,82.32,1.0475
Pear,Pear 9,123.33,118.79,96.82,1.0382
Pear,Pear 9,112.58,107.54,86.58,1.0468
Pear,Pear 9,133.81,127.3,106.21,1.0511
Pear,Pear 9,114.4,110.05,87.09,1.0396
Pear,Pear 9,109.97,102.08,83.93,1.0773
Pear,Pear 9,123.1,116.91,97.18,1.0529
Pear,Pear 9,122.14,116.11,96.11,1.052
Pear,Pear 9,114.15,109.0,88.84,1.0473
Pear,Pear 9,114.48,110.08,89.54,1.04
Pear,Pear 9,123.37,118.98,97.34,1.0369
Pear,Pear 9,130.78,123.55,109.85,1.0585
Pear,Pear 9,130.69,125.36,106.37,1.0425
Pear,Pear 9,123.59,118.38,96.57,1.044
Pear,Pear 9,126.63,117.93,100.63,1.0737
Pear,Pear 9,115.84,111.46,91.92,1.0393
Pear,Pear 9,133.0,123.98,104.34,1.0728
Pear,Pear 9,115.7,111.68,88.51,1.0361
Pear,Pear 9,115.58,107.54,89.37,1.0748
Pear,Pear 9,126.11,121.06,99.17,1.0418
Pear,Pear 9,103.73,100.34,77.93,1.0338
Pear,Pear 9,134.81,130.18,106.37,1.0356
Pear,Pear 9,123.95,117.37,98.24,1.0561
Pear,Pear 9,127.04,118.09,100.16,1.0757
Pear,Pear 9,139.25,131.21,111.13,1.0613
Pear,Pear 9,124.63,117.41,104.23,1.0615
Pear,Pear 9,124.63,119.0,97.17,1.0473
Pear,Pear 9,114.98,108.08,95.0,1.0639
Pear,Pear 9,134.42,127.5,106.76,1.0543
Pear,Pear 9,125.38,120.33,100.47,1.0419
Pear,Pear 9,112.64,105.49,91.64,1.0677
Pear,Pear 9,117.07,111.91,99.2,1.0461
Pear,Pear 9,121.21,116.56,102.74,1.0399
Pear,Pear 9,115.16,109.86,88.48,1.0482
Pear,Pear 9,109.3,104.45,83.33,1.0464
Pear,Pear 9,114.94,110.31,90.9,1.042
Pear,Pear 9,125.87,120.83,99.19,1.0417
Pear,Pear 9,127.53,121.94,100.03,1.0458
Pear,Pear 9,109.8,105.52,87.91,1.0406
Pear,Pear 9,123.89,118.71,96.79,1.0437
Pear,Pear 9,110.66,103.54,90.31,1.0687
Pear,Pear 9,124.93,120.24,105.75,1.039
Pear,Pear 9,116.27,112.15,94.66,1.0368
Pear,Pear 9,110.36,105.45,85.12,1.0466
Pear,Pear 9,127.83,120.61,107.04,1.0598
Pear,Pear 9,125.66,121.66,100.86,1.0328
Pear,Pear 9,129.92,125.7,101.15,1.0336
Pear,Pear 9,113.38,107.14,94.56,1.0582
Pear,Pear 9,106.28,99.03,80.56,1.0733
Pear,Pear 9,122.58,117.64,96.17,1.042
Pear,Pear 9,111.05,102.91,84.26,1.0791
Pear,Pear 9,112.33,106.88,87.21,1.051
Pear,Pear 9,122.16,116.03,96.13,1.0528
Pear,Pear 9,124.36,116.77,99.16,1.0649
Pear,Pear 9,119.12,111.03,93.25,1.0729
Pear,Pear 9,140.16,132.02,112.15,1.0617
Pear,Pear 9,106.6,99.69,80.92,1.0693
Pear,Pear 9,139.82,131.98,111.94,1.0594
Pear,Pear 9,135.66,128.26,108.0,1.0577
Pear,Pear 9,108.2,102.24,83.3,1.0583
Pear,Pear 9,107.65,101.01,82.09,1.0658
Pear,Pear 9,128.31,119.33,99.6,1.0753
Pear,Pear 9,106.46,99.78,80.82,1.0669
Pear,Pear 9,124.08,119.37,104.13,1.0395
Pear,Pear 9,124.31,117.14,99.02,1.0613
Pear,Pear 9,110.48,106.53,83.7,1.0371
Pear,Pear 9,134.52,125.63,105.84,1.0707
Pear,Pear 9,122.37,115.24,101.29,1.0618
Pear,Pear 9,121.34,113.34,95.75,1.0705
Pear,Pear 9,102.52,98.6,74.91,1.0397
Pear,Pear 9,128.77,120.9,104.97,1.0651
Pear,Pear 9,122.8,118.09,103.93,1.0399
Pear,Pear 9,129.95,123.65,102.36,1.0509
Pear,Pear 9,107.87,100.4,81.89,1.0744
Pear,Pear 9,116.75,112.79,94.75,1.0351
Pear,Pear 9,109.65,103.76,90.49,1.0568
Pear,Pear 9,127.34,122.09,100.68,1.043
Pear,Pear 9,124.94,120.95,98.71,1.033
Pear,Pear 9,129.02,125.54,104.09,1.0277
Pear,Pear 9,116.34,112.44,94.33,1.0347
Pear,Pear 9,110.31,104.69,85.4,1.0537
Pear,Pear 9,113.42,108.11,88.26,1.0492
Pear,Pear 9,103.74,98.21,83.59,1.0563
Pear,Pear 9,118.46,110.48,92.53,1.0723
Pear,Pear 9,110.17,105.26,84.26,1.0467
Pear,Pear 9,106.22,98.86,80.36,1.0744
Pear,Pear 9,117.37,111.42,99.12,1.0535
Pear,Pear 9,118.96,114.58,96.12,1.0382
Pear,Pear 9,110.68,105.74,85.0,1.0467
Pear,Pear 9,112.45,108.02,90.71,1.041
Pear,Pear 9,98.3,95.14,85.44,1.0332
Pear,Pear 9,134.74,127.88,107.11,1.0536
Pear,Pear 9,123.96,119.8,99.84,1.0347
Pear,Pear 9,122.8,118.66,96.19,1.0349
Pear,Pear 9,117.6,112.82,90.62,1.0424
Pear,Pear 9,112.26,107.41,87.53,1.0451
Pear,Pear 9,112.5,107.5,86.58,1.0465
Pear,Pear 9,129.33,121.27,105.12,1.0665
Pear,Pear 9,105.33,100.39,84.54,1.0492
Pear,Pear 9,131.6,126.37,107.74,1.0414
Pear,Pear 9,115.36,110.57,89.77,1.0434
Pear,Pear 9,114.73,110.4,90.21,1.0392
Pear,Pear 9,130.48,124.52,102.98,1.0479
Pear,Pear 9,120.51,116.06,97.21,1.0384
Pear,Pear 9,113.74,107.61,94.93,1.0569
Pear,Pear 9,122.46,115.19,102.02,1.0631
Pear,Pear 9,127.54,123.78,101.8,1.0303
Pear,Pear 9,113.82,108.22,94.92,1.0518
Pear,Pear 9,104.96,99.3,85.15,1.057
Pear,Pear 9,109.56,104.51,83.52,1.0482
Pear,Pear 9,112.8,104.31,85.89,1.0814
Pear,Pear 9,115.92,111.29,91.82,1.0416
Pear,Pear 9,114.61,110.11,90.58,1.0409
Pear,Pear 9,123.45,119.4,99.19,1.0339
Pear,Pear 9,116.84,110.86,98.49,1.0539
Pear,Pear 9,135.01,130.51,106.63,1.0345
Pear,Pear 9,124.49,119.18,100.21,1.0446
Pear,Pear 9,110.09,102.18,83.91,1.0774
Pear,Pear 9,114.04,106.76,93.57,1.0682
Pear,Pear 9,131.96,126.96,109.38,1.0394
Pear,Pear 9,121.5,115.4,95.34,1.0528
Pear,Pear 9,116.09,112.27,94.03,1.034
Pear,Pear 9,120.87,116.05,94.27,1.0415
Pear,Pear 9,112.72,108.22,87.47,1.0415
Pear,Pear 9,117.53,112.37,91.23,1.046
Pear,Pear 9,133.5,126.85,105.94,1.0524
Pear,Pear 9,115.9,111.31,91.75,1.0412
Pear,Pear 9,129.12,120.43,101.77,1.0721
Pear,Pear 9,107.48,100.08,81.59,1.074
Pear,Pear 9,121.49,117.15,96.81,1.0371
Pear,Pear 9,114.63,111.02,92.17,1.0325
Pear,Pear 9,124.84,120.04,104.46,1.0401
Pear,Pear 9,119.38,114.37,101.56,1.0438
Pear,Pear 9,109.97,105.1,84.79,1.0464
Pear,Pear 9,112.92,108.27,88.42,1.0429
Pear,Pear 9,107.9,101.39,82.64,1.0643
Pear,Pear 9,123.7,118.99,97.23,1.0396
Pear,Pear 9,109.97,102.19,84.06,1.0761
Pear,Pear 9,102.96,97.77,82.62,1.0531
Pear,Pear 9,115.99,111.96,86.57,1.036
Pear,Pear 9,120.69,115.53,93.52,1.0446
Pear,Pear 9,111.14,106.64,85.59,1.0422
Pear,Pear 9,126.31,121.14,100.79,1.0427
Pear,Pear 9,114.4,109.41,88.99,1.0456
Pear,Pear 9,110.75,105.89,84.87,1.0459
Pear,Pear 9,110.7,104.85,85.78,1.0558
Pear,Pear 9,122.64,117.55,96.12,1.0434
Pear,Pear 9,114.02,110.06,92.29,1.036
Pear,Pear 9,105.22,99.54,85.25,1.0571
Pear,Pear 9,118.94,113.76,101.24,1.0455
Pear,Pear 9,129.2,124.25,107.41,1.0399
Pear,Pear 9,122.16,117.55,102.65,1.0393
Pear,Pear 9,115.43,109.68,96.62,1.0524
Pear,Pear 9,120.77,116.55,94.18,1.0361
Pear,Pear 9,130.4,126.03,101.62,1.0346
Pear,Pear 9,114.8,109.95,89.37,1.0442
Pear,Pear 9,109.78,104.84,84.48,1.0471
Pear,Pear 9,113.43,106.84,94.24,1.0617
Pear,Pear 9,116.67,112.87,95.07,1.0337
Pear,Pear 9,130.43,123.12,108.96,1.0594
Pear,Pear 9,121.52,114.17,101.1,1.0644
Pear,Pear 9,123.54,117.2,97.74,1.0541
Pear,Pear 9,130.7,123.61,109.12,1.0574
Pear,Pear 9,127.94,122.67,103.34,1.043
Pear,Pear 9,115.38,111.16,86.1,1.038
Pear,Pear 9,102.64,99.2,76.44,1.0347
Pear,Pear 9,129.17,124.23,106.52,1.0398
Pear,Pear 9,111.63,106.9,86.85,1.0443
Pear,Pear 9,117.97,113.62,95.32,1.0384
Pear,Pear 9,111.65,107.86,85.81,1.0351
Pear,Pear 9,111.76,107.63,82.33,1.0384
Pear,Pear 9,130.67,124.43,103.04,1.0501
Pear,Pear 9,124.09,118.77,97.84,1.0448
Pear,Pear 9,127.27,121.89,100.81,1.0442
Pear,Pear 9,127.66,123.72,102.84,1.0319
Pear,Pear 9,125.27,120.09,99.33,1.0431
Pear,Pear 9,113.94,109.2,88.33,1.0434
Pear,Pear 9,130.8,125.69,106.89,1.0406
Pear,Pear 9,121.29,116.75,96.22,1.0389
Pear,Pear 9,130.69,126.79,105.96,1.0307
Pear,Pear 9,128.1,122.35,100.66,1.0471
Pear,Pear 9,113.05,106.31,93.6,1.0634
Pear,Pear 9,112.91,107.92,85.99,1.0462
Pear,Pear 9,116.43,112.34,89.48,1.0364
Pear,Pear 9,107.42,103.12,81.19,1.0417
Pear,Pear 9,130.22,126.61,105.3,1.0285
Pear,Pear 9,125.8,120.36,100.12,1.0452
Pear,Pear 9,112.69,108.17,87.34,1.0418
Pear,Pear 9,118.86,111.58,98.35,1.0652
Pear,Pear 9,137.72,129.0,109.18,1.0676
Pear,Pear 9,124.12,117.47,98.4,1.0566
Pear,Pear 9,108.76,104.39,82.88,1.0419
Pear,Pear 9,122.85,117.74,102.87,1.0433
Pear,Pear 9,118.86,113.54,101.22,1.0469
Pear,Pear 9,115.26,111.47,92.79,1.034
Pear,Pear 9,111.34,105.68,92.48,1.0536
Pear,Pear 9,117.75,113.41,95.44,1.0383
Pear,Pear 9,127.11,123.37,101.64,1.0304
Pear,Pear 9,113.42,109.88,89.65,1.0322
Pear,Pear 9,126.29,121.6,105.87,1.0386
Pear,Pear 9,127.83,119.1,100.94,1.0732
Pear,Pear 9,111.46,103.35,84.62,1.0785
Pear,Pear 9,137.07,129.36,109.33,1.0596
Pear,Pear 9,126.45,121.09,100.42,1.0443
Pear,Pear 9,124.78,120.43,100.4,1.0361
Pear,Pear 9,114.25,107.99,95.43,1.058
Pear,Pear 9,106.23,98.57,80.17,1.0777
Pear,Pear 9,129.84,122.67,108.96,1.0585
Pear,Pear 9,122.09,116.72,102.44,1.046
Pear,Pear 9,119.35,114.55,101.51,1.0419
Pear,Pear 9,109.17,104.72,83.33,1.0425
Pear,Pear 9,133.47,128.49,105.8,1.0388
Pear,Pear 9,110.04,105.4,84.27,1.0441
Pear,Pear 9,119.42,112.18,98.7,1.0646
Pear,Pear 9,111.04,106.72,85.65,1.0404
Pear,Pear 9,115.43,110.56,89.8,1.0441
Pear,Pear 9,130.38,123.18,108.75,1.0584
Pear,Pear 9,129.51,122.23,108.08,1.0596
Pear,Pear 9,117.3,112.21,90.22,1.0454
Pear,Pear 9,125.63,121.58,96.48,1.0333
Pear,Pear 9,128.38,123.06,103.87,1.0432
Pear,Pear 9,118.01,112.4,99.45,1.0499
Pear,Pear 9,129.79,123.49,102.36,1.051
Pear,Pear 9,110.85,106.06,84.73,1.0451
Pear,Pear 9,127.59,119.42,102.89,1.0684
Pear,Pear 9,122.85,118.56,96.78,1.0362
Pear,Pear 9,119.15,115.05,96.07,1.0356
Pear,Pear 9,105.26,100.46,83.76,1.0477
Pear,Pear 9,110.41,106.3,81.88,1.0387
Pear,Pear 9,104.26,98.94,83.88,1.0538
Pear,Pear 9,133.08,126.38,105.84,1.053
Pear,Pear 9,124.05,117.31,98.46,1.0575
Pear,Pear 9,116.61,111.75,90.35,1.0435
Pear,Pear 9,120.8,116.63,93.97,1.0358
Pear,Pear 9,139.02,130.99,111.01,1.0612
Pear,Pear 9,133.02,124.27,104.14,1.0704
Pear,Pear 9,124.83,120.98,98.41,1.0318
Pear,Pear 9,121.95,117.78,99.4,1.0354
Pear,Pear 9,129.13,125.63,104.39,1.0279
Pear,Pear 9,112.3,107.46,86.13,1.0451
Pear,Pear 9,120.83,115.3,102.22,1.048
Pear,Pear 9,133.79,126.69,106.29,1.056
Pear,Pear 9,129.08,121.93,107.81,1.0586
Pear,Pear 9,124.13,119.0,97.96,1.0432
Pear,Pear 9,133.55,128.41,106.05,1.0401
Pear,Pear 9,131.52,126.44,107.78,1.0402
Pear,Pear 9,125.18,118.34,100.14,1.0578
Pear,Pear 9,113.85,108.01,94.98,1.0541
Pear,Pear 9,121.68,116.59,95.0,1.0436
Pear,Pear 9,110.13,105.41,84.53,1.0447
Pear,Pear 9,127.2,122.4,107.18,1.0392
Pear,Pear 9,110.3,104.2,85.38,1.0586
Pear,Pear 9,124.76,120.14,106.22,1.0385
Pear,Pear 9,106.91,99.66,81.18,1.0727
Pear,Pear 9,135.25,126.25,106.29,1.0713
Pear,Pear 9,114.08,106.8,93.67,1.0682
Pear,Pear 9,118.96,114.52,92.54,1.0387
Pear,Pear 9,133.85,128.83,106.22,1.039
Pear,Pear 9,133.44,128.69,104.86,1.0368
Pear,Pear 9,110.83,105.75,83.48,1.048
Pear,Pear 9,125.27,119.88,100.62,1.0449
Pear,Pear 9,127.8,119.48,103.1,1.0696
Pear,Pear 9,123.57,119.13,97.04,1.0373
Pear,Pear 9,121.13,117.22,92.32,1.0334
Pear,Pear 9,128.31,119.47,101.0,1.074
Pear,Pear 9,129.89,122.38,107.47,1.0613
Pear,Pear 9,117.1,113.02,95.41,1.0361
Pear,Pear 9,111.35,106.69,86.54,1.0436
Pear,Pear 9,110.16,102.81,89.57,1.0715
Pear,Pear 9,123.58,117.24,97.98,1.0541
Pear,Pear 9,114.82,109.86,89.49,1.0452
Pear,Pear 9,108.9,103.85,83.26,1.0487
Pear,Pear 9,133.31,128.41,104.96,1.0382
Pear,Pear 9,112.86,108.04,88.38,1.0447
Pear,Pear 9,122.64,118.27,98.92,1.0369
Pear,Pear 9,122.91,118.26,103.25,1.0393
Pear,Pear 9,126.79,123.01,101.34,1.0307
Pear,Pear 9,105.94,102.13,90.87,1.0373
Pear,Pear 9,118.62,113.11,92.45,1.0487
Pear,Pear 9,130.72,127.08,106.02,1.0286
Pear,Pear 9,115.93,108.34,94.61,1.0701
Pear,Pear 9,115.59,110.63,89.98,1.0449
Pear,Pear 9,132.47,123.51,103.89,1.0725
Pear,Pear 9,115.4,108.68,95.94,1.0619
Pear,Pear 9,112.59,105.84,92.85,1.0638
Pear,Pear 9,121.92,116.66,102.33,1.0452
Pear,Pear 9,120.43,115.56,102.77,1.0421
Pear,Pear 9,104.47,99.78,82.39,1.047
Pear,Pear 9,122.36,117.02,98.9,1.0456
Pear,Pear 9,133.9,129.41,105.37,1.0347
Pear,Pear 9,130.79,123.36,108.37,1.0602
Pear,Pear 9,117.18,112.32,99.43,1.0432
Pear,Pear 9,122.7,117.62,95.86,1.0432
Pear,Pear 9,129.07,119.9,100.52,1.0764
Pear,Pear 9,125.14,120.59,105.78,1.0378
Pear,Pear 9,116.23,112.24,88.75,1.0355
Pear,Pear 9,116.36,111.77,92.46,1.0411
Pear,Pear 9,131.13,123.49,108.59,1.0619
Pear,Pear 9,110.52,105.66,85.23,1.046
Pear,Pear 9,128.95,121.12,104.53,1.0647
Pear,Pear 9,135.0,126.14,105.84,1.0702
Pear,Pear 9,131.12,125.04,103.73,1.0486
Pear,Pear 9,112.06,105.53,92.6,1.0619
Pear,Pear 9,127.45,123.34,102.2,1.0333
Pear,Pear 9,127.96,123.22,106.64,1.0385
Pear,Pear 9,127.04,117.99,98.93,1.0767
Pear,Pear 9,126.65,119.53,106.14,1.0595
Pear,Pear 9,140.25,132.38,112.61,1.0595
Pear,Pear 9,133.43,128.51,104.96,1.0383
Pear,Pear 9,115.84,112.02,93.38,1.0341
Pear,Pear 9,127.28,122.2,102.51,1.0415
Pear,Pear 9,122.01,116.76,99.87,1.045
Pear,Pear 9,123.74,119.25,98.98,1.0376
Pear,Pear 9,114.35,108.25,95.77,1.0563
Pear,Pear 9,130.13,126.41,105.19,1.0294
Pear,Pear 9,125.72,120.53,100.83,1.043
Pear,Pear 9,117.98,114.04,90.97,1.0346
Pear,Pear 9,138.5,130.1,110.2,1.0645
Pear,Pear 9,113.58,106.16,92.64,1.0699
Pear,Pear 9,111.44,104.32,91.21,1.0682
Pear,Pear 9,108.73,103.88,83.18,1.0467
Pear,Pear 9,117.67,112.79,99.86,1.0432
Pear,Pear 9,122.23,117.85,95.85,1.0371
Pear,Pear 9,117.18,113.08,95.5,1.0363
Pear,Pear 9,112.47,108.91,87.48,1.0326
Pear,Pear 9,121.41,116.24,101.26,1.0444
Pear,Pear 9,130.74,123.52,109.25,1.0585
Pear,Pear 9,111.23,106.29,86.16,1.0465
Pear,Pear 9,118.71,111.14,97.55,1.0681
Pear,Pear 9,115.16,107.78,93.9,1.0685
Pear,Pear 9,129.3,125.46,104.56,1.0306
Pear,Pear 9,116.67,110.47,97.81,1.0561
Pear,Pear 9,113.27,108.5,88.81,1.0439
Pear,Pear 9,125.21,120.9,99.54,1.0357
Pear,Pear 9,111.44,103.29,85.05,1.0789
Pear,Pear 9,119.81,114.84,92.55,1.0433
Pear,Pear 9,115.82,110.99,90.29,1.0435
Pear,Pear 9,131.78,126.82,108.57,1.0391
Pear,Pear 9,114.28,109.69,88.68,1.0418
Pear,Pear 9,105.73,100.65,84.39,1.0505
Pear,Pear 9,122.01,117.38,103.35,1.0395
Pear,Pear 9,111.88,106.95,87.15,1.0462
Pear,Pear 9,104.81,100.18,83.4,1.0462
Pear,Pear 9,109.41,105.16,80.07,1.0405
Pear,Pear 9,114.3,109.08,87.41,1.0478
Pear,Pear 9,129.85,124.61,103.21,1.042
Pear,Pear 9,121.25,116.99,98.86,1.0364
Pear,Pear 9,115.65,111.2,91.37,1.0401
Pear,Pear 9,114.23,108.42,95.39,1.0536
Pear,Pear 9,120.28,114.96,102.61,1.0463
Pear,Pear 9,131.52,124.62,103.79,1.0554
Pear,Pear 9,109.68,102.0,83.62,1.0753
Pear,Pear 9,125.04,120.92,101.52,1.0341
Pear,Pear 9,128.53,123.28,103.72,1.0426
Pear,Pear 9,121.47,114.04,100.44,1.0651
Pear,Pear 9,122.93,117.82,96.78,1.0434
Pear,Pear 9,120.24,114.83,101.68,1.0471
Pear,Pear 9,130.28,126.62,105.58,1.0289
Pear,Pear 9,129.76,122.28,107.03,1.0612
Pear,Pear 9,112.88,108.38,87.6,1.0416
Pear,Pear 9,130.06,122.7,108.67,1.06
Pear,Pear 9,129.3,123.97,102.88,1.043
Pear,Pear 9,129.53,124.51,106.12,1.0403
Pear,Pear 9,137.24,128.76,108.53,1.0659
Pear,Pear 9,121.88,118.06,92.81,1.0324
Pear,Pear 9,135.06,126.36,106.4,1.0689
Pear,Pear 9,117.52,112.0,99.11,1.0493
Pear,Pear 9,115.29,110.82,90.92,1.0403
Pear,Pear 9,116.49,110.02,97.62,1.0588
Pear,Pear 9,105.88,101.49,79.12,1.0432
Pear,Pear 9,125.11,120.66,98.94,1.0369
Pear,Pear 9,113.28,107.85,88.2,1.0504
Pear,Pear 9,104.75,99.52,83.56,1.0525
Pear,Pear 9,127.94,122.63,102.94,1.0433
Pear,Pear 9,116.32,111.36,90.78,1.0445
Pear,Pear 9,129.5,122.38,108.2,1.0582
Pear,Pear 9,113.85,107.43,95.01,1.0597
Pear,Pear 9,112.33,106.7,87.3,1.0527
Pear,Pear 9,125.23,121.12,99.63,1.0339
